,title,id,revenue,vote_average,vote_count,genre1,genre2,genre3,genre4,genre5,genre6,genre7
321,Indiana Jones and the Last Crusade,89,474171806.0,7.6,3221.0,Adventure,Action,,,,,
322,Gandhi,783,77737889.0,7.4,730.0,Drama,History,,,,,
323,A Room with a View,11257,20966644.0,6.9,164.0,Drama,Romance,,,,,
324,Pink Floyd: The Wall,12104,22244207.0,7.7,363.0,Music,,,,,,
325,The Killing Fields,625,34700291.0,7.5,180.0,War,Drama,History,,,,
326,Forbidden Planet,830,3250000.0,7.2,238.0,Adventure,Science Fiction,Action,,,,
327,Butch Cassidy and the Sundance Kid,642,102308889.0,7.4,659.0,History,Drama,Western,Crime,,,
328,"Paris, Texas",655,2181987.0,7.7,282.0,Drama,,,,,,
329,When Harry Met Sally...,639,92823546.0,7.3,974.0,Comedy,Romance,Drama,,,,
330,Alien夷�,8077,159773545.0,6.2,1664.0,Science Fiction,Action,Horror,,,,
331,An American Werewolf in London,814,31973249.0,7.2,571.0,Horror,Comedy,,,,,
332,The Birds,571,11403529.0,7.3,959.0,Horror,,,,,,
333,Dracula,6114,215862692.0,7.1,1087.0,Romance,Horror,,,,,
334,Candyman,9529,25792310.0,6.2,303.0,Drama,Horror,Thriller,,,,
335,Cape Fear,1598,182300000.0,7.0,692.0,Crime,Thriller,,,,,
336,Carrie,7340,33800000.0,7.0,977.0,Horror,Thriller,,,,,
337,A Nightmare on Elm Street,377,25504513.0,7.2,1212.0,Horror,,,,,,
338,The Omen,794,60922980.0,7.2,485.0,Horror,Thriller,,,,,
339,Star Trek: First Contact,199,150000000.0,7.0,671.0,Science Fiction,Action,Adventure,Thriller,,,
340,Sling Blade,12498,24444121.0,7.4,236.0,Drama,,,,,,
341,101 Dalmatians,11674,320689294.0,5.6,722.0,Comedy,Family,,,,,
342,Die Hard 2,1573,240031094.0,6.6,1920.0,Action,Thriller,,,,,
343,Star Trek: The Motion Picture,152,139000000.0,6.2,541.0,Science Fiction,Adventure,Mystery,,,,
344,Star Trek VI: The Undiscovered Country,174,96900000.0,6.7,421.0,Science Fiction,Action,Adventure,Thriller,,,
345,Star Trek V: The Final Frontier,172,70200000.0,5.6,384.0,Science Fiction,Action,Adventure,Thriller,,,
346,Star Trek II: The Wrath of Khan,154,96800000.0,7.3,688.0,Action,Adventure,Science Fiction,Thriller,,,
347,Star Trek III: The Search for Spock,157,87000000.0,6.4,443.0,Science Fiction,Action,Adventure,Thriller,,,
348,Star Trek IV: The Voyage Home,168,133000000.0,6.9,490.0,Science Fiction,Adventure,,,,,
349,Batman Returns,364,280000000.0,6.6,1706.0,Action,Fantasy,,,,,
350,Young Guns,11967,44726644.0,6.6,262.0,Crime,Action,Adventure,Drama,Western,,
351,Grease,621,181813770.0,7.2,1633.0,Romance,,,,,,
352,Under Siege,8845,156563139.0,6.1,405.0,Action,Thriller,,,,,
353,Jaws,578,470654000.0,7.5,2628.0,Horror,Thriller,Adventure,,,,
354,Jaws 2,579,187884007.0,5.9,412.0,Horror,Thriller,,,,,
355,Mars Attacks!,75,101371017.0,6.1,1544.0,Comedy,Fantasy,Science Fiction,,,,
356,Jerry Maguire,9390,273552592.0,6.7,941.0,Comedy,Drama,Romance,,,,
357,Raising Arizona,378,29180280.0,7.2,548.0,Comedy,Crime,,,,,
358,Marvin's Room,9819,12803305.0,6.6,130.0,Drama,,,,,,
359,Scream,4232,173046663.0,7.0,1520.0,Crime,Horror,Mystery,,,,
360,The Last of the Mohicans,9361,75505856.0,7.1,747.0,Action,Adventure,Drama,History,Romance,War,
361,Evita,8818,141047179.0,5.9,122.0,History,Drama,Music,,,,
362,Dante's Peak,9619,178127760.0,5.8,445.0,Action,Adventure,Thriller,,,,
363,Absolute Power,66,50068310.0,6.4,226.0,Crime,Drama,Thriller,,,,
364,Vegas Vacation,11419,36400360.0,6.0,175.0,Comedy,,,,,,
365,Lost Highway,638,3675201.0,7.5,572.0,Drama,Thriller,Mystery,,,,
366,Donnie Brasco,9366,41954997.0,7.4,1175.0,Crime,Drama,Thriller,,,,
367,Private Parts,9403,41230799.0,6.7,106.0,Comedy,Drama,,,,,
368,The Saint,10003,118063304.0,5.9,310.0,Thriller,Action,Romance,Science Fiction,Adventure,,
369,Liar Liar,1624,302710615.0,6.4,1456.0,Comedy,,,,,,
370,Selena,16052,60000000.0,7.1,115.0,Drama,,,,,,
371,The Devil's Own,4477,140807547.0,5.9,300.0,Crime,Thriller,Drama,,,,
372,Austin Powers: International Man of Mystery,816,67683989.0,6.5,1033.0,Science Fiction,Comedy,Crime,,,,
373,Breakdown,2163,50159144.0,6.6,202.0,Drama,Action,Thriller,,,,
374,The Fifth Element,18,263920180.0,7.3,3962.0,Adventure,Fantasy,Action,Thriller,Science Fiction,,
375,The Lost World: Jurassic Park,330,229074524.0,6.2,2528.0,Adventure,Action,Science Fiction,,,,
376,Con Air,1701,224012234.0,6.5,1289.0,Action,Thriller,Crime,,,,
377,Hercules,11970,252712101.0,7.3,1741.0,Animation,Family,Fantasy,Adventure,Comedy,Romance,
378,My Best Friend's Wedding,8874,299288605.0,6.4,606.0,Comedy,Romance,,,,,
379,Contempt,266,528428.0,7.5,138.0,Drama,,,,,,
380,Face/Off,754,245676146.0,6.8,1612.0,Action,Crime,Science Fiction,Thriller,,,
381,Men in Black,607,589390539.0,6.9,4521.0,Action,Adventure,Comedy,Science Fiction,,,
382,Contact,686,171120329.0,7.2,1338.0,Drama,Science Fiction,Mystery,,,,
383,G.I. Jane,4421,48169156.0,6.0,404.0,Action,Drama,,,,,
384,Conan the Barbarian,9387,79114085.0,6.6,663.0,Adventure,Fantasy,Action,,,,
385,Cop Land,2142,44862187.0,6.6,384.0,Action,Crime,Drama,,,,
386,Event Horizon,8413,26673242.0,6.4,752.0,Horror,Science Fiction,Mystery,,,,
387,Conspiracy Theory,8834,136982834.0,6.5,440.0,Action,Drama,Mystery,Thriller,,,
388,Mimic,4961,25480490.0,5.7,255.0,Fantasy,Horror,Thriller,,,,
389,Air Force One,9772,315156409.0,6.2,859.0,Action,Thriller,,,,,
390,One Eight Seven,6072,5716080.0,6.5,141.0,Drama,Thriller,,,,,
391,The Hunt for Red October,1669,199200000.0,7.2,971.0,Action,Adventure,Thriller,,,,
392,L.A. Confidential,2118,126216940.0,7.7,1340.0,Crime,Drama,Mystery,Thriller,,,
393,Seven Years in Tibet,978,131457682.0,7.0,644.0,Adventure,Drama,History,,,,
394,Kiss the Girls,9437,60527873.0,6.2,353.0,Drama,Mystery,Thriller,Crime,,,
395,Wishmaster,10351,15719109.0,5.6,114.0,Horror,,,,,,
396,The Game,2649,109423648.0,7.5,1556.0,Drama,Thriller,Mystery,,,,
397,U Turn,10155,6682098.0,6.5,185.0,Thriller,,,,,,
398,The Ice Storm,68924,8038061.0,6.9,181.0,Drama,,,,,,
399,Chasing Amy,2255,12021272.0,6.7,441.0,Comedy,Drama,Romance,,,,
400,The Full Monty,9427,257850122.0,6.9,372.0,Comedy,,,,,,
401,I Know What You Did Last Summer,3597,125586134.0,5.6,698.0,Horror,Thriller,Mystery,,,,
402,The Devil's Advocate,1813,152944660.0,7.2,1414.0,Drama,Horror,Mystery,Thriller,,,
403,Gattaca,782,12532777.0,7.5,1846.0,Thriller,Science Fiction,Mystery,Romance,,,
404,Stripes,10890,85300000.0,6.5,253.0,Action,Comedy,,,,,
405,Bean,1281,251212670.0,6.3,602.0,Comedy,,,,,,
406,The Rainmaker,11975,45916769.0,6.7,239.0,Drama,Crime,Thriller,,,,
407,Boogie Nights,4995,43101594.0,7.5,812.0,Drama,,,,,,
408,Witness,9281,68706993.0,7.0,390.0,Crime,Drama,Romance,Thriller,,,
409,Starship Troopers,563,121214377.0,6.7,1584.0,Adventure,Action,Thriller,Science Fiction,,,
410,Sliding Doors,10215,58000000.0,6.6,363.0,Comedy,Drama,Fantasy,Romance,,,
411,The Truman Show,37165,264118201.0,7.8,4702.0,Comedy,Drama,,,,,
412,The Jackal,4824,159330280.0,6.1,536.0,Action,Thriller,Adventure,Crime,,,
413,Anastasia,9444,139804348.0,7.4,1481.0,Animation,Family,,,,,
414,The Man Who Knew Too Little,9414,13801755.0,6.5,126.0,Comedy,Thriller,Crime,Action,,,
415,Alien: Resurrection,8078,162000000.0,5.9,1388.0,Science Fiction,Horror,Action,,,,
416,Amistad,11831,74000000.0,6.8,324.0,Drama,History,Mystery,,,,
417,Deconstructing Harry,2639,10686841.0,7.3,188.0,Comedy,Drama,,,,,
418,Good Will Hunting,489,225933435.0,7.9,2880.0,Drama,,,,,,
419,Midnight in the Garden of Good and Evil,8197,25105255.0,6.3,161.0,Crime,Drama,Mystery,Thriller,,,
420,MouseHunt,6283,122417389.0,6.2,297.0,Comedy,Family,,,,,
421,Scream 2,4233,172363301.0,6.1,856.0,Horror,Mystery,,,,,
422,The Sweet Hereafter,10217,3263585.0,6.8,108.0,Drama,,,,,,
423,Titanic,597,1845034188.0,7.5,7770.0,Drama,Romance,Thriller,,,,
424,Tomorrow Never Dies,714,333011068.0,6.0,941.0,Adventure,Action,Thriller,,,,
425,The Postman,9922,17626234.0,6.1,306.0,Drama,Adventure,,,,,
426,The Horse Whisperer,547,186883563.0,6.7,296.0,Drama,Romance,,,,,
427,Jackie Brown,184,39673162.0,7.3,1580.0,Comedy,Crime,Romance,,,,
428,The Big Lebowski,115,46189568.0,7.8,3001.0,Comedy,Crime,,,,,
429,Great Expectations,9410,55494066.0,6.4,131.0,Comedy,Drama,Romance,,,,
430,Wag the Dog,586,64256513.0,6.7,273.0,Comedy,Drama,,,,,
431,Dark City,2666,27200316.0,7.2,838.0,Mystery,Science Fiction,,,,,
432,Half Baked,9490,17460020.0,6.4,179.0,Comedy,Crime,,,,,
433,Deep Rising,9457,11203026.0,6.0,155.0,Adventure,Action,Horror,Science Fiction,,,
434,The Replacement Killers,11702,19204929.0,6.0,128.0,Action,Drama,Crime,Thriller,,,
435,The Wedding Singer,11003,123306987.0,6.5,603.0,Romance,Comedy,,,,,
436,Sphere,10153,13100000.0,5.8,483.0,Science Fiction,,,,,,
437,As Good as It Gets,2898,314178011.0,7.2,946.0,Comedy,Romance,,,,,
438,King of New York,9558,2554476.0,6.5,130.0,Thriller,Crime,,,,,
439,U.S. Marshals,11808,102367405.0,6.2,383.0,Thriller,Crime,Action,,,,
440,Wild Things,617,67200000.0,6.3,454.0,Thriller,,,,,,
441,City of Angels,795,198685114.0,6.5,537.0,Drama,Fantasy,Romance,,,,
442,He Got Game,9469,21567853.0,6.7,140.0,Drama,,,,,,
443,Mr. Nice Guy,10622,18814720.0,6.2,129.0,Crime,Action,Comedy,,,,
444,The Big Hit,9448,27007143.0,6.1,112.0,Action,Adventure,Comedy,Thriller,,,
445,Deep Impact,8656,140464664.0,5.9,870.0,Action,Drama,Romance,,,,
446,Quest for Camelot,18937,38172500.0,6.9,193.0,Fantasy,Animation,Drama,Romance,Family,,
447,Fear and Loathing in Las Vegas,1878,10680275.0,7.2,1321.0,Adventure,Drama,Comedy,,,,
448,A Perfect Murder,1965,128038368.0,6.3,320.0,Crime,Thriller,Drama,,,,
449,Six Days Seven Nights,6068,164000000.0,5.6,343.0,Action,Adventure,Comedy,Romance,,,
450,Can't Hardly Wait,15037,25605015.0,6.1,122.0,Comedy,Drama,Romance,,,,
451,Children of Heaven,21334,900000.0,7.8,113.0,Drama,Comedy,Family,,,,
452,Mulan,10674,304320254.0,7.6,2089.0,Animation,Family,Adventure,,,,
453,The X Files,846,189198313.0,6.6,494.0,Mystery,Science Fiction,Thriller,,,,
454,Out of Sight,1389,77745568.0,6.5,338.0,Romance,Comedy,Crime,,,,
455,Buffalo '66,9464,2375097.0,7.2,172.0,Romance,Comedy,Crime,Drama,,,
456,Armageddon,95,553799566.0,6.5,2540.0,Action,Thriller,Science Fiction,Adventure,,,
457,Lethal Weapon 4,944,285444603.0,6.3,782.0,Action,Adventure,Comedy,Crime,Thriller,,
458,Small Soldiers,11551,54682547.0,6.2,522.0,Comedy,Adventure,Fantasy,Science Fiction,Action,,
459,Pi,473,3221152.0,7.1,600.0,Mystery,Drama,Thriller,,,,
460,There's Something About Mary,544,369884651.0,6.5,1616.0,Romance,Comedy,,,,,
461,The Lost Weekend,28580,11000000.0,7.4,115.0,Drama,,,,,,
462,The Best Years of Our Lives,887,23650000.0,7.6,148.0,Drama,History,Romance,,,,
463,From Here to Eternity,11426,30500000.0,7.2,137.0,War,Drama,Romance,,,,
464,On the Waterfront,654,9600000.0,8.0,368.0,Crime,Drama,,,,,
465,West Side Story,1725,43656822.0,7.0,399.0,Crime,Drama,Music,,,,
466,In the Heat of the Night,10633,27379978.0,7.5,207.0,Crime,Drama,Mystery,Thriller,,,
467,Oliver!,17917,37402877.0,7.0,106.0,Drama,Family,Music,,,,
468,Midnight Cowboy,3116,44785053.0,7.4,307.0,Drama,,,,,,
469,The French Connection,1051,41158757.0,7.4,435.0,Action,Crime,Thriller,,,,
470,Rocky,1366,117235147.0,7.5,1843.0,Drama,,,,,,
471,Kramer vs. Kramer,12102,106260000.0,7.4,483.0,Drama,,,,,,
472,Chariots of Fire,9443,58972904.0,6.9,213.0,Drama,History,,,,,
473,Out of Africa,606,128499205.0,7.0,290.0,Drama,,,,,,
474,The Last Emperor,746,43984230.0,7.4,362.0,Drama,History,,,,,
475,Rain Man,380,412800000.0,7.6,1762.0,Drama,,,,,,
476,Driving Miss Daisy,403,145793296.0,7.0,358.0,Comedy,Drama,,,,,
477,Repo Man,13820,2300000.0,6.7,146.0,Comedy,Crime,Science Fiction,Thriller,,,
478,Labyrinth,13597,12729917.0,7.1,618.0,Adventure,Family,Fantasy,,,,
479,The Breakfast Club,2108,51525171.0,7.8,2189.0,Comedy,Drama,,,,,
480,A Nightmare on Elm Street Part 2: Freddy's Revenge,10014,29999213.0,5.7,367.0,Horror,,,,,,
481,A Nightmare on Elm Street 3: Dream Warriors,10072,44793222.0,6.5,363.0,Horror,Thriller,,,,,
482,A Nightmare on Elm Street 4: The Dream Master,10131,72500000.0,5.8,287.0,Horror,Thriller,,,,,
483,Friday the 13th,4488,59754601.0,6.4,622.0,Horror,,,,,,
484,Friday the 13th Part 2,9725,21722776.0,6.0,321.0,Horror,Thriller,,,,,
485,Friday the 13th Part III,9728,36690067.0,5.7,257.0,Horror,Thriller,,,,,
486,Friday the 13th: The Final Chapter,9730,32980880.0,5.9,241.0,Horror,Thriller,,,,,
487,Friday the 13th Part VI: Jason Lives,10225,19472057.0,5.7,219.0,Horror,Mystery,Thriller,,,,
488,Halloween,948,70000000.0,7.4,1066.0,Horror,Thriller,,,,,
489,Halloween II,11281,25533818.0,6.4,370.0,Horror,Thriller,,,,,
490,Halloween 4: The Return of Michael Myers,11357,17768757.0,5.9,212.0,Horror,Thriller,,,,,
491,Child's Play,10585,44196684.0,6.3,605.0,Horror,Thriller,,,,,
492,Child's Play 2,11186,35763605.0,5.8,323.0,Drama,Horror,,,,,
493,Poltergeist,609,122200000.0,7.1,811.0,Horror,,,,,,
494,Poltergeist II: The Other Side,11133,40996665.0,5.8,172.0,Horror,Thriller,,,,,
495,The Exorcist,9552,441306145.0,7.5,2046.0,Drama,Horror,Thriller,,,,
496,Lethal Weapon,941,120207127.0,7.0,1367.0,Adventure,Action,Comedy,Thriller,Crime,,
497,Lethal Weapon 2,942,227853986.0,6.7,1066.0,Action,Adventure,Comedy,Crime,Thriller,,
498,Lethal Weapon 3,943,321731527.0,6.4,824.0,Adventure,Action,Comedy,Thriller,Crime,,
499,Gremlins,927,153083102.0,6.9,1629.0,Fantasy,Horror,Comedy,,,,
500,Gremlins 2: The New Batch,928,41482207.0,6.3,664.0,Comedy,Horror,Fantasy,,,,
501,The Goonies,9340,61503218.0,7.4,1563.0,Adventure,Comedy,Family,,,,
502,The Mask of Zorro,9342,250288523.0,6.3,1211.0,Action,Adventure,,,,,
503,Metropolis,19,650422.0,8.0,666.0,Drama,Science Fiction,,,,,
504,Back to the Future Part II,165,332000000.0,7.4,3926.0,Adventure,Comedy,Family,Science Fiction,,,
505,Back to the Future Part III,196,244527583.0,7.1,2978.0,Adventure,Comedy,Family,Science Fiction,,,
506,The Poseidon Adventure,551,84563118.0,7.3,274.0,Action,Adventure,,,,,
507,Bambi,3170,267447150.0,6.8,1450.0,Animation,Drama,Family,,,,
508,Seven Samurai,346,271841.0,8.2,892.0,Action,Drama,,,,,
509,Dangerous Liaisons,859,34670720.0,7.1,267.0,Drama,Romance,,,,,
510,Dune,841,30925690.0,6.5,576.0,Action,Science Fiction,Adventure,,,,
511,The Last Temptation of Christ,11051,8373585.0,7.0,206.0,Drama,,,,,,
512,The Godfather: Part III,242,136766062.0,7.1,1589.0,Crime,Drama,Thriller,,,,
513,Lolita,9769,1060056.0,7.0,288.0,Drama,Romance,,,,,
514,Saving Private Ryan,857,481840909.0,7.9,5148.0,Drama,History,War,,,,
515,The Black Cauldron,10957,21288692.0,6.5,228.0,Animation,,,,,,
516,The Black Hole,9570,35841901.0,6.1,132.0,Adventure,Family,Science Fiction,Action,,,
517,The Great Mouse Detective,9994,38625550.0,6.9,334.0,Comedy,Animation,Family,,,,
518,Hocus Pocus,10439,39514713.0,6.5,491.0,Comedy,Family,Fantasy,,,,
519,"Honey, I Shrunk the Kids",9354,222724172.0,6.1,756.0,Adventure,Comedy,Family,Science Fiction,,,
520,The Negotiator,9631,44547681.0,6.8,593.0,Action,Adventure,Crime,Drama,Mystery,Thriller,
521,The Purple Rose of Cairo,10849,10631333.0,7.3,206.0,Fantasy,Comedy,Romance,,,,
522,Doctor Zhivago,907,111858363.0,7.4,252.0,Drama,Romance,War,,,,
523,The 'Burbs,11974,36602000.0,6.6,312.0,Comedy,Horror,Thriller,,,,
524,Blue Velvet,793,8551228.0,7.7,758.0,Crime,Drama,Mystery,Thriller,,,
525,The Jungle Book,9325,205843612.0,7.1,1791.0,Family,Animation,Adventure,,,,
526,The Little Mermaid,10144,222300000.0,7.2,1921.0,Animation,Family,,,,,
527,The Mighty Ducks,10414,50752337.0,6.4,203.0,Comedy,Family,,,,,
528,One Hundred and One Dalmatians,12230,215880014.0,6.8,1643.0,Adventure,Animation,Comedy,Family,,,
529,Peter Pan,10693,87404651.0,7.0,1380.0,Animation,Music,Family,Adventure,Fantasy,,
530,The Rescuers Down Under,11135,47431461.0,6.6,303.0,Adventure,Animation,Crime,Family,Fantasy,,
531,The Rescuers,11319,71215869.0,6.7,609.0,Fantasy,Family,Animation,Adventure,,,
532,Return to Oz,13155,11137801.0,6.6,122.0,Adventure,Family,Fantasy,,,,
533,The Rocketeer,10249,62000000.0,6.3,265.0,Action,Adventure,Science Fiction,Family,,,
534,Sleeping Beauty,10882,51000000.0,6.8,1332.0,Fantasy,Animation,Romance,Family,,,
535,Splash,2619,69821334.0,6.1,328.0,Comedy,Fantasy,Romance,,,,
536,Tron,97,33000000.0,6.6,717.0,Science Fiction,Action,Adventure,,,,
537,Halloween: H20,11675,55041738.0,5.7,306.0,Horror,Thriller,,,,,
538,The Outsiders,227,33697647.0,6.9,293.0,Crime,Drama,,,,,
539,Indiana Jones and the Temple of Doom,87,333000000.0,7.1,2841.0,Adventure,Action,,,,,
540,The Lord of the Rings,123,30471420.0,6.1,187.0,Fantasy,Drama,Animation,Adventure,,,
541,The Dead Zone,11336,20766616.0,6.9,320.0,Horror,Science Fiction,Thriller,,,,
542,Cujo,10489,21200000.0,5.7,194.0,Horror,Thriller,,,,,
543,Children of the Corn,10823,14000000.0,5.6,243.0,Drama,Fantasy,Horror,Thriller,,,
544,All Dogs Go to Heaven,11497,27100027.0,6.3,244.0,Drama,Animation,Family,Comedy,Fantasy,,
545,The Addams Family,2907,191502426.0,6.7,871.0,Horror,Comedy,Fantasy,,,,
546,Ever After: A Cinderella Story,9454,65705772.0,6.8,408.0,Drama,Romance,Comedy,,,,
547,Snake Eyes,8688,103891409.0,5.8,331.0,Crime,Mystery,,,,,
548,Who's Afraid of Virginia Woolf?,396,33736689.0,7.8,199.0,Drama,,,,,,
549,Watership Down,11837,3713768.0,7.3,159.0,Adventure,Animation,Drama,,,,
550,The Secret of NIMH,11704,14665733.0,7.5,186.0,Fantasy,Animation,Drama,Family,,,
551,The Dark Crystal,11639,40577001.0,7.3,233.0,Fantasy,,,,,,
552,An American Tail,4978,84542002.0,6.6,344.0,Drama,Family,Animation,Adventure,,,
553,Legend,11976,15502112.0,6.2,282.0,Adventure,Fantasy,,,,,
554,Sixteen Candles,15144,23686027.0,6.9,455.0,Comedy,Romance,,,,,
555,The Gods Must Be Crazy,8393,60000000.0,7.1,251.0,Action,Comedy,,,,,
556,Rosemary's Baby,805,33395426.0,7.5,892.0,Horror,Drama,Mystery,,,,
557,The NeverEnding Story,34584,20158808.0,7.0,1031.0,Drama,Family,Fantasy,Adventure,,,
558,Blade,36647,131183530.0,6.5,1950.0,Horror,Action,,,,,
559,Beetlejuice,4011,73326666.0,7.1,1475.0,Fantasy,Comedy,,,,,
560,Rope,1580,2200000.0,7.8,539.0,Crime,Drama,Mystery,Thriller,,,
561,Frenzy,573,12600000.0,7.2,162.0,Crime,Drama,Mystery,Thriller,,,
562,Torn Curtain,5780,13000000.0,6.4,120.0,Mystery,Thriller,,,,,
563,Marnie,506,7000000.0,7.2,233.0,Crime,Drama,Mystery,Thriller,,,
564,The Wrong Man,22527,2000000.0,6.9,105.0,Crime,Drama,Mystery,,,,
565,The Man Who Knew Too Much,574,10250000.0,7.3,276.0,Adventure,Crime,Drama,Mystery,Thriller,,
566,The Trouble with Harry,11219,7000000.0,6.9,152.0,Comedy,Mystery,Thriller,,,,
567,Strangers on a Train,845,7000000.0,7.6,379.0,Crime,Drama,Thriller,,,,
568,Willow,847,57269863.0,6.9,484.0,Adventure,Drama,Action,,,,
569,The Untouchables,117,76270454.0,7.6,1424.0,Crime,Drama,History,Thriller,,,
570,Suspicion,11462,4500000.0,7.1,140.0,Mystery,Thriller,,,,,
571,Rounders,10220,22921898.0,6.9,451.0,Drama,Crime,,,,,
572,Cube,431,501818.0,6.9,1101.0,Thriller,Science Fiction,Mystery,,,,
573,Broadcast News,12626,51249404.0,6.8,101.0,Comedy,Drama,Romance,,,,
574,Working Girl,3525,103173635.0,6.5,242.0,Comedy,Drama,Romance,,,,
575,A Few Good Men,881,243240178.0,7.1,899.0,Drama,,,,,,
576,Indecent Proposal,4478,266614059.0,5.8,300.0,Drama,,,,,,
577,Rush Hour,2109,244386864.0,6.8,1254.0,Action,Comedy,Crime,Thriller,,,
578,Ronin,8195,41610884.0,6.8,670.0,Action,Thriller,Crime,Adventure,,,
579,Urban Legend,9877,72527595.0,5.6,293.0,Horror,Thriller,,,,,
580,The Thing,1091,19629760.0,7.8,1629.0,Horror,Mystery,Science Fiction,,,,
581,The Player,10403,21706101.0,6.9,169.0,Comedy,Drama,,,,,
582,Edward Scissorhands,162,53000000.0,7.5,3731.0,Fantasy,Drama,Romance,,,,
583,Antz,8916,171757863.0,6.0,1320.0,Adventure,Animation,Comedy,Family,,,
584,A Night at the Roxbury,9429,30331165.0,5.9,202.0,Comedy,,,,,,
585,What Dreams May Come,12159,71485043.0,6.8,596.0,Drama,Fantasy,Romance,,,,
586,History of the World: Part I,10156,31672907.0,6.5,205.0,Comedy,,,,,,
587,My Cousin Vinny,10377,64088552.0,7.3,393.0,Comedy,Drama,,,,,
588,2010,4437,40400657.0,6.6,290.0,Thriller,Science Fiction,,,,,
589,The Elephant Man,1955,26010864.0,7.9,740.0,Drama,History,,,,,
590,Practical Magic,6435,46683377.0,6.3,348.0,Drama,Fantasy,Comedy,,,,
591,Happiness,10683,2807390.0,7.4,197.0,Comedy,Drama,,,,,
592,Soldier,9425,14567883.0,6.1,226.0,Action,War,Science Fiction,,,,
593,Life Is Beautiful,637,229400000.0,8.3,3643.0,Comedy,Drama,,,,,
594,American History X,73,23875127.0,8.2,3120.0,Drama,,,,,,
595,The Siege,9882,116672912.0,6.1,361.0,Drama,Action,Thriller,Crime,,,
596,The Waterboy,10663,185991646.0,5.9,521.0,Comedy,,,,,,
597,Elizabeth,4518,82150642.0,7.2,346.0,Drama,History,,,,,
598,Meet Joe Black,297,142940100.0,6.9,1174.0,Fantasy,Drama,Mystery,,,,
599,Runaway Train,11893,7936012.0,7.0,129.0,Action,Thriller,,,,,
600,Sid & Nancy,14924,2826523.0,7.0,106.0,Drama,Music,Romance,,,,
601,Enemy of the State,9798,250649836.0,6.7,1266.0,Action,Drama,Thriller,,,,
602,The Rugrats Movie,14444,100491683.0,5.8,149.0,Animation,Family,,,,,
603,A Bug's Life,9487,363258859.0,6.8,2379.0,Adventure,Animation,Comedy,Family,,,
604,Central Station,666,5596708.0,7.6,132.0,Drama,,,,,,
605,Pink Flamingos,692,6000000.0,6.2,111.0,Horror,Comedy,Crime,,,,
606,King Kong,244,10000000.0,7.7,346.0,Action,Adventure,Drama,Horror,,,
607,King Kong,10730,90614445.0,5.9,179.0,Adventure,Drama,,,,,
608,Fletch,9749,59612888.0,6.8,210.0,Comedy,Crime,Mystery,,,,
609,The Money Pit,10466,54999651.0,6.2,288.0,Comedy,Romance,,,,,
610,A View to a Kill,707,152427960.0,6.0,515.0,Adventure,Action,Thriller,,,,
611,Police Academy,9336,146198896.0,6.5,614.0,Comedy,Crime,,,,,
612,Very Bad Things,10029,9898412.0,6.2,182.0,Comedy,Crime,Thriller,,,,
613,Star Trek: Insurrection,200,118000000.0,6.3,402.0,Science Fiction,Action,Adventure,Thriller,,,
614,The Prince of Egypt,9837,218613188.0,6.9,847.0,Adventure,Animation,Drama,Family,Music,,
615,Rushmore,11545,17096053.0,7.5,688.0,Comedy,Drama,,,,,
